categoria,ordem,isbn,titulo,autor,editora,cover_url,origem_url
Fantasia SciFi Ficcao Historica (traduzidos BR),18,,Harry Potter e as Relíquias da Morte,J.K. Rowling,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),19,,O Poder da Espada,Joe Abercrombie,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),20,,O Poço da Ascensão,Brandon Sanderson,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),21,,Harry Potter e a Ordem da Fênix,J.K. Rowling,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),22,,Harry Potter e a Câmara Secreta,J.K. Rowling,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),23,,Duna,Frank Herbert,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),24,,O Dragão Renascido,Robert Jordan,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),25,,O Oceano no Fim do Caminho,Neil Gaiman,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),26,,A Dança dos Dragões,George R.R. Martin,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),27,,Mares de Sangue,Scott Lynch,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),28,,Harry Potter e o Prisioneiro de Azkaban,J.K. Rowling,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),29,,A Bússola de Ouro,Philip Pullman,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),30,,A Fúria dos Reis,George R.R. Martin,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),31,,Os Senhores do Norte,Bernard Cornwell,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),32,,República de Ladrões,Scott Lynch,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),33,,O Assassino do Rei,Robin Hobb,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),34,,O Rei do Inverno,Bernard Cornwell,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),35,,Fahrenheit 451,Ray Bradbury,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),36,,Excalibur,Bernard Cornwell,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),37,,Azincourt,Bernard Cornwell,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),38,,O Último Olimpiano,Rick Riordan,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),39,,O Ladrão de Raios,Rick Riordan,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),40,,A Canção do Sangue,Anthony Ryan,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),41,,Mago e Vidro,Stephen King,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),42,,Belas Maldições,Terry Pratchett e Neil Gaiman,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),43,,O Cavaleiro dos Sete Reinos,George R.R. Martin,,,
Fantasia SciFi Ficcao Historica (traduzidos BR),44,,O Inimigo de Deus,Bernard Cornwell,,,
